character_id,character_name_kr,character_name_en
C_546,Trintellix_Vyepti_편두통,Trintellix + Vyepti Migraine
C_547,Rexulti_Abilify_정신분열,Rexulti + Abilify Schiz.
C_548,Zurzuvae_산후우울첫경구,Zurzuvae - First Oral PPD
C_549,Cobenfy_KarXT_정신분열first,Cobenfy KarXT Schiz. First
C_550,Auvelity_MDD신속작용,Auvelity MDD Rapid
C_551,Vivitrol_중독_Lybalvi,Vivitrol Addiction + Lybalvi
C_552,Tezspire_Fasenra_천식생물제제,Tezspire + Fasenra Biologics
C_553,Nucala_Trelegy_Arexvy,Nucala + Trelegy + Arexvy
C_554,Dupixent_COPD확대_적응증,Dupixent COPD Expansion
C_555,Dupixent_COPD_PhaseIII,Dupixent COPD Phase III
C_556,Ohtuvayre_COPD_Merck인수,Ohtuvayre COPD (Merck M&A)
C_557,Trikafta_CF_호흡기,Trikafta CF Respiratory
C_558,Kerendia_CKD_first,Kerendia CKD First-in-class
C_559,Jynarque_ADPKD독점,Jynarque ADPKD Monopoly
C_560,Filspari_IgA신증_first,Filspari IgA First FDA
C_561,Tarpeyo_IgA신증_EU,Tarpeyo IgA EU
C_562,Korsuva_요독가려움독점,Korsuva Uremic Pruritus
C_563,Journavx_NaV18_비오피오이드first,Journavx NaV1.8 Non-opioid First
C_564,Emgality_편두통_Lyumjev,Emgality Migraine + Lyumjev
C_565,Nurtec_편두통_Tafamidis,Nurtec Migraine + Tafamidis
C_566,Spravato_우울증_MedTech,Spravato Depression + MedTech
C_567,Exparel_비오피오이드마취1위,Exparel Non-opioid Anesthesia #1
C_568,Zynrelef_수술후통증,Zynrelef Post-surgical Pain
C_569,Vegzelma_Truxima_항암시밀러,Vegzelma + Truxima Onco Biosimilar
C_570,CDMO_BIOSECURE수혜,CDMO BIOSECURE Beneficiary
C_571,Rolontis_항암_Lapscovery,Rolontis Onco + Lapscovery
C_572,백신_혈액제제_희귀,Vaccine + Blood + Rare
C_573,Cenobamate_뇌전증_항암확장,Cenobamate + Onco Expansion
C_574,만성_항암_Bestlin시밀러,Chronic + Onco Biosimilar
C_575,Leclaza_EGFR폐암_JJ라이센스,Leclaza EGFR + J&J License
C_576,Efpeglenatide_GLP1_Lapscovery,Efpeglenatide GLP-1 + Lapscovery
C_577,DA1241_MASH_당뇨,DA-1241 MASH + Diabetes
C_578,당뇨_석유화학_첨단소재,Diabetes + Petchem + Adv Materials
C_579,IVL3013_GLP1_LAI장기지속,IVL3013 GLP-1 LAI Long-acting
C_580,백신CDMO_당뇨진출,Vaccine CDMO + Diabetes
C_581,SCD411_Eylea시밀러first,SCD411 Eylea Biosimilar First
C_582,삼양바이오팜_의약식품화학,Samyang Bio + Food + Chem
C_583,Lucentis시밀러_안과확장,Lucentis Biosimilar + Eye Expansion
C_584,보톡스_안과_미용,Botox + Eye + Aesthetics
C_585,Cenobamate_뇌전증_글로벌,Cenobamate Epilepsy Global
C_586,CNS시밀러_바이오,CNS Biosimilar Expansion
C_587,DD01_파킨슨_MASH,DD01 Parkinson + MASH
C_588,신경계_종합제약_안정,Neuro + Generic Stable
C_589,Yuflyma_Steqeyma_Skyrizi시밀러,Yuflyma + Steqeyma + Skyrizi Biosimilar
C_590,Hadlima_CDMO_자가면역,Hadlima + CDMO Autoimmune
C_591,자가면역_Lapscovery_IL23JAK,Autoimmune + Lapscovery + IL-23/JAK
C_592,면역시밀러_종합제약,Immune Biosimilar + Generic
C_593,IVIG_면역글로불린1위,IVIG #1 + Vaccine
C_594,서부미국1위_듀오폴리,US West #1 - Duopoly
C_595,동부미국1위_PSR선두,US East #1 - PSR Pioneer
C_596,동부미국2위_Ohio사고회복,US East #2 - Ohio Derailment Recovery
C_597,CPKC_멕시코캐나다미국3국통합,CPKC - Mexico Canada US Tri-nation
C_598,캐나다1위_석유샌드_곡물,Canada #1 - Oil Sands + Grain
C_599,글로벌산업가스1위_Praxair합병,Global Industrial Gas #1 (Praxair Merger)
C_600,산업가스2위_수소진출,Industrial Gas #2 + Hydrogen Push
C_601,페인트1위_건축_브랜드강자,Paint #1 - Architectural & Brand
C_602,페인트2위_자동차코팅,Paint #2 - Automotive Coatings
C_603,특수정밀화학_Tritan,Specialty Chemicals - Tritan
C_604,농업_전자소재_분할,Agro + Electronics - Split
C_605,폴리에틸렌_나프타크래커,Polyethylene + Naphtha Cracker
C_606,폴리프로필렌_플라스틱1위,Polypropylene + Plastics #1
C_607,항공우주_빌딩자동화_3분할,Aerospace + Building Automation - 3-way Split
C_608,공정자동화_DCS_엔지니어링,Process Automation + DCS Engineering
C_609,공장자동화_PLC1위,Factory Automation - PLC #1
C_610,니치SW_M&A전략,Niche SW + M&A Strategy
C_611,다각산업장비_M&A,Diversified Industrial + M&A
C_612,모션제어_펌프밸브,Motion Control + Pumps & Valves
C_613,전력관리_DC전력_데이터센터,Power Mgmt + DC Power - Data Center
C_614,자산1위_종합금융그룹,#1 Assets - Universal Bank
C_615,자산2위_Merrill자산관리,#2 Assets - Merrill Wealth
C_616,글로벌_트레저리네트워크,Global - Treasury Network
C_617,글로벌IB1위_트레이딩강자,Global IB #1 - Trading
C_618,WealthMgmt거장_60pct,Wealth Mgmt 60% Master
C_619,5위소매_페이먼츠Elavon,#5 Retail - Payments (Elavon)
C_620,모기지_자산상한해제기대,Mortgage + Asset Cap Removal
C_621,동남부지역은행1위_BBT합병,Southeast #1 - BB&T Merger
C_622,중서부지역은행_상업,Midwest Regional Commercial
C_623,중동부지역은행_BBVA인수,Mid-Atlantic Regional - BBVA M&A
C_624,중서부지역은행2위,Midwest Regional #2
C_625,BDC최대규모_25bnUSD,BDC #1 by Size - $25B
C_626,BDC2위_월별배당내부운용,BDC #2 - Monthly Dividend Internal
C_627,벤처대출BDC1위_Venture,Venture Debt BDC #1
C_628,미드캡사모대출_Apollo자회사,MidCap Lending - Apollo Subsidiary
C_629,SixthStreet_상장BDC_Senior,Sixth Street Listed BDC - Senior
C_630,BlueOwl자회사_OBDC_OBDE합병,Blue Owl Subsidiary - OBDC+OBDE Merger
C_631,Golub_Sponsor전문_Middle,Golub - Sponsor Specialist Middle Market
C_632,EnS보험1위_급성장,E&S Insurance #1 - Hyper Growth
C_633,펜실베이니아가족P_C거장,Pennsylvania Family P&C Master
C_634,미드웨스트P_C거장_배당,Midwest P&C - Dividend Aristocrat
C_635,일반_Title보험거장,General + Title Insurance Master
C_636,특수P_C_니치독점,Specialty P&C - Niche Monopoly
C_637,미니버크셔_specialty투자,Mini Berkshire - Specialty + Investments
C_638,부동산_인프라_ETF전문,REIT + Infra ETF Specialist
C_639,멀티에셋_액티브소형,Multi-Asset Active Small
C_640,가치투자_딥밸류,Value Investing - Deep Value
C_641,멀티에셋_소형액티브,Multi-Asset Small Active
C_642,자산운용_금융자문통합,AM + Financial Advisory Combined
C_643,머니마켓펀드1위,Money Market Fund #1
C_644,셰일프랙_OFS_LFC,Shale Frac OFS - LFC
C_645,OFS장비_드릴파이프1위,OFS Equipment - Drill Pipe #1
C_646,드릴링리그1위_미국,US Drilling Rig #1
C_647,육상시추서비스_NexTier합병,Land Drilling - NexTier Merger
C_648,퍼미안프랙전문,Permian Frac Specialist
C_649,OFS중소형_서비스,OFS Small-cap Services
C_650,OFS복합_심해+육상,OFS Diversified - Offshore + Land
C_651,미국LNG수출1위_SabinePass,US LNG Export #1 - Sabine Pass
C_652,RioGrandeLNG_2027출시,Rio Grande LNG - 2027 Start
C_653,Tellurian_Woodside인수,Tellurian - Woodside Acquired
C_654,VentureGlobal_CalcasieuPass,Venture Global - Calcasieu Pass
C_655,신흥국LNG_FSRU,Emerging Mkt LNG - FSRU
C_656,FSRU운영_LNG수입터미널,FSRU Operator - Import Terminals
C_657,항공우주MRO_정부계약,Aerospace MRO - Govt Contracts
C_658,첨단복합소재_항공,Advanced Composites - Aerospace
C_659,국방전자_레이더RF,Defense Electronics - Radar RF
C_660,드론_무인기1위,Drones / UAV #1
C_661,무인전투기_타깃드론,Unmanned Combat Aircraft & Target Drones
C_662,정밀유도_액추에이터,Precision Guidance Actuators
C_663,방산소형부품_니치,Defense Small Parts Niche
C_664,복합소재_부품_TransDigm style,Composites + Parts (TransDigm style)
C_665,크레인_건설중장비1위,Cranes - Construction Equipment #1
C_666,크레인_타워크레인전문,Cranes - Tower Crane Specialist
C_667,도로건설장비_아스팔트,Road Construction - Asphalt
C_668,수처리_밸브배관,Water - Valves & Piping
C_669,수영장장비1위,Pool Equipment #1
C_670,구리튜브_HVAC,Copper Tubing - HVAC
C_671,주거MFR_커뮤니티REIT,Manufactured Home Community REIT
C_672,일반폐기물_매립_재활용,General Waste - Landfill & Recycling
C_673,지역폐기물_NE미국,Regional Waste - NE US
C_674,의료폐기물_Sharps,Medical Waste - Sharps
C_675,특수폐기물_방사선처리,Specialty Waste - Radiation
C_676,산업서비스_환경정화,Industrial Services - Env Remediation
C_677,지역폐기물_캐나다_미국,Regional Waste - CA + US
C_678,뇌졸중흡인_혈전제거1위,Stroke Aspiration - Thrombectomy #1
C_679,부정맥패치모니터1위,Arrhythmia Patch Monitor #1
C_680,수면무호흡_설하신경자극,Sleep Apnea - Hypoglossal Nerve Stim
C_681,방사성진단치료_PluvictoPSMA,Radiopharm - Pluvicto PSMA
C_682,녹내장스텐트1위_iStent,Glaucoma Stent #1 - iStent
C_683,말초혈관_특수외과,Peripheral Vascular Specialty Surgery
C_684,EVO_ICL_안내콘택트렌즈,EVO ICL - Implantable Contact Lens
C_685,여성건강_3D유방조영_PaneraMaker,Womens Health 3D Mammo
C_686,단백질_세포분석_리서치소비재,Protein/Cell Analysis - Research Consumables
C_687,면역세포_TCR진단_clonoSEQ,Immune TCR Diagnostics - clonoSEQ
C_688,싱글셀시퀀싱_Chromium플랫폼,Single-Cell Sequencing - Chromium
C_689,롱리드시퀀싱_HiFi,Long-read Sequencing - HiFi
C_690,효소공학_단백질디자인,Enzyme Eng - Protein Design
C_691,원격진료1위_Livongo만성질환,Telemed #1 + Livongo Chronic
C_692,GLP1_탈모_원격처방D2C,GLP-1 + Hair Loss Telehealth D2C
C_693,의료수송_NEMT_지역의료,Medical Transport NEMT
C_694,의사SNS_채용_광고,Physician Network - Hiring + Ads
C_695,HSA_의료비저축계좌1위,HSA - Health Savings Account #1
C_696,RCM_의료수익주기_TowerBrook인수,RCM - TowerBrook Acquired
C_697,학생청바지_캐주얼1위,Student Jeans Casual #1
C_698,어트레저_Aerie_여성속옷,Athleisure - Aerie Lingerie
C_699,어드밴스드프레피_A_F부활,Advanced Preppy - A&F Revival
C_700,달러스토어_Teen_Tweens,Dollar Store - Teen/Tweens
C_701,오프프라이스_재고처분_가치,Off-Price - Inventory Disposal Value
C_702,오프프라이스_가족_Burlington,Off-Price Family Burlington
C_703,오프프라이스1위_TJX_Marshalls,Off-Price #1 - TJX Marshalls
C_704,반려동물보험1위_TRUP,Pet Insurance #1 - Trupanion
C_705,동물진단_Antech인수,Animal Dx - Antech Acquired
C_706,동물의약품_사료첨가제,Animal Pharma - Feed Additives
C_707,펫박스_구독_BarkBox,Pet Box Subscription - BarkBox
C_708,펫리테일_매장_도시,Pet Retail Store Urban
C_709,펫이커머스1위_DTC,Pet E-commerce #1 DTC
C_710,자기보관1위_PSA_가장큰_REIT,Self-Storage #1 - Largest REIT
C_711,자기보관2위_EXR_LifeStorage합병,Self-Storage #2 - Life Storage Merger
C_712,자기보관3위_CubeSmart,Self-Storage #3 - CubeSmart
C_713,자기보관소형_NSA,Self-Storage Small - NSA
C_714,자기보관피인수_LSI_EXR,Acquired by EXR - LSI
C_715,산업물류_단일임차인_경공업,Industrial - Single Tenant Light
C_716,산업물류_선벨트_급성장,Industrial - Sunbelt Hyper-growth
C_717,산업물류_캘리포니아남부독점,Industrial - SoCal Monopoly
C_718,대마초_의료대마_부동산,Cannabis Real Estate - Medical Marijuana
C_719,산업물류_단지작은창고,Industrial - Small Bay Warehouse
C_720,글로벌타워REIT1위_AMT,Global Tower REIT #1 - AMT
C_721,북미타워2위_CCI_Fiber분할,NA Tower #2 - CCI Fiber Spin
C_722,북미타워3위_SBAC_브라질,NA Tower #3 - SBAC Brazil
C_723,광섬유타워_Uniti_Windstream,Fiber Tower - Uniti Windstream
C_724,헬스케어REIT_연구건물,Healthcare REIT - Life Sciences
C_725,SNF_요양원_장기요양,SNF + Long-term Care
C_726,병원Steward파산_MPW회복,Hospital - MPW Steward Bankruptcy Recovery
C_727,SNF_장기요양_CareTrust,SNF - CareTrust Long-term
C_728,헬스케어소형_NHI,Healthcare Small - NHI
C_729,대형호텔_Hilton_파크,Big Hotel - Hilton Park
C_730,중급호텔_안정현금흐름,Mid-scale Hotel - Stable Cash Flow
C_731,호텔리조트_부동산_REIT,Hotel Resort REIT - Coastal
C_732,어반호텔_도시중심,Urban Hotel - City Center
C_733,다양호텔_그룹,Diversified Hotel Group
C_734,염소_가성소다_TDI_Olin,Chlorine + Caustic Soda + TDI Olin
C_735,카본블랙_타이어강화,Carbon Black - Tire Reinforcement
C_736,산업접착제_HB_Fuller,Industrial Adhesives HB Fuller
C_737,석유첨가제_NewMarket,Petroleum Additives NewMarket
C_738,연료첨가제_Innospec,Fuel Additives Innospec
C_739,금속처리_화학_Quaker,Metalworking Chem Quaker
C_740,산업화학_니치_Chase,Specialty Industrial Chase
C_741,미국철광석_철강_관세수혜,US Iron Ore + Steel - Tariff Beneficiary
C_742,특수강_가공_OlympicSteel,Specialty Steel Olympic
C_743,워딩턴스틸_철강제조분할,Worthington Steel - Spin-off
C_744,자동차MRO_Aftermarket1위_Dorman,Auto Aftermarket #1 - Dorman
C_745,자동차MRO_엔진관리부품_Standard,Engine Mgmt Parts - Standard
C_746,자동차MRO_재제조_MotorcarParts,Auto Remanufactured - MPAA
C_747,수공구_프리미엄_SnapOn,Premium Hand Tools Snap-on
C_748,자동차MRO_LKQ_세계1위_재활용,Auto Recycle - LKQ World #1
C_749,VLCC원유유조선_Frontline,VLCC Crude - Frontline
C_750,VLCC_벨기에_Euronav피인수,VLCC - Euronav Acquired
C_751,정유운반선_시웨이즈_INSW,Product Tanker - INSW
C_752,드라이벌크_곡물철광석_SBLK,Dry Bulk - Star Bulk
C_753,선박_드라이벌크_SFL,Ship - SFL Diversified
C_754,VLCC원유_DHT,VLCC Crude - DHT
C_755,컨테이너보드_e커머스1위_IP,Containerboard #1 - IP
C_756,컨테이너보드_Smurfit_합병,Containerboard - Smurfit Merger
C_757,컨테이너보드_안정성_PKG,Containerboard Stable PKG
C_758,산업포장_드럼_IBC,Industrial Packaging - Drums IBC
C_759,소비포장_가전식음료_Sonoco,Consumer Packaging - Sonoco
C_760,AI전력병목대안,AI Power Bottleneck Alternative
C_761,궤도컴퓨트앵커,Orbital Compute Anchor
C_762,재사용발사체수직통합,Reusable Launch Vertical Integration
C_763,비중국소재공급망,Non-China Material Supply Chain
C_764,이벤트드리븐,Event-Driven
C_765,스페이스X공급망편입기대,SpaceX Supply Chain Entry Expectation
C_766,K-글로벌공급망연계,K-Global Supply Chain Linkage
C_767,저마진/출혈사업구조,Low-Margin / Bleeding Business Structure
C_768,연준매파/고금리기조에 취약,Vulnerable to Fed Hawkish / High Rates
C_769,강달러에 취약,Vulnerable to Strong Dollar
C_770,AI DC냉각수수혜,AI DC Cooling Water Beneficiary
C_771,인프라노후교체수혜,Aging Infrastructure Replacement Beneficiary
C_772,가뭄·물안보플레이,Drought / Water Security Play
C_773,양자위협헷지,Quantum Threat Hedge
C_774,NIST표준수혜,NIST Standard Beneficiary
C_775,국방·정부조달,Defense / Government Procurement
C_776,장수·역노화플레이,Longevity / Rejuvenation Play
C_777,GLP-1대사노화수혜,GLP-1 Metabolic-Aging Beneficiary
C_778,고위험초기바이오,High-Risk Early-Stage Biotech
C_779,소프트웨어정의대량생산,Software-Defined Mass Production
C_780,전장AI지휘통제,Battlefield AI Command & Control
C_781,미사일대량생산프라임,Missile Mass-Production Prime
C_782,탄약·미사일생산능력확장,Munitions/Missile Capacity Expansion
C_783,탄약·지상장비대량공급,Ammunition/Ground Systems Mass Supply
C_784,저가합목적무인·통신,Low-Cost Purpose-Fit Unmanned/Comms
C_785,탄약생산현지화수혜,Ammunition Localization Beneficiary
C_786,정밀유도무기수출확대,Precision-Guided Missile Export Expansion
C_787,자주포·탄약대량수출,Self-Propelled Artillery/Ammo Mass Export
C_788,화포·구동계대량공급,Artillery/Drivetrain Mass Supply
C_789,오픈소스프런티어AI·SNS광고현금창출,OpenSourceFrontierAI_SNSAdCash
C_790,안전성중심프런티어AI랩(Claude)·비상장선두,SafetyFirstFrontierAILab_Claude
C_791,AI가속기GPU독점공급·생태계해자,AIAcceleratorGPUMonopoly
C_792,검색·클라우드·Gemini수직통합빅테크,SearchCloudGeminiIntegrated
C_793,ChatGPT프런티어AI선두·비상장초거대,ChatGPTFrontierLeader_Private
C_794,재사용로켓·Starlink우주인프라독점,ReusableRocket_StarlinkInfraMonopoly
C_795,하드웨어생태계락인·온디바이스AI후발,HardwareEcosystemLockin_OnDeviceAILaggard
C_796,Azure·OpenAI동맹·엔터프라이즈AI1위,Azure_OpenAIAlliance_EnterpriseAILeader
C_797,AWS클라우드1위·Anthropic최대투자자,AWSCloudLeader_AnthropicBacker
C_798,EV·로보택시·옵티머스피지컬AI베팅,EV_Robotaxi_OptimusPhysicalAIBet
C_799,글로벌 파운드리 1위·AI칩 독점생산,FoundryNo1AIChip
C_800,모바일·엣지 AP 팹리스 2위,MobileEdgeAPFabless
C_801,글로벌 EMS 1위·AI서버 ODM,EMSNo1AIServerODM
C_802,글로벌 OSAT·첨단패키징 1위,OSATAdvPackaging
C_803,전력·서버 파워 1티어,PowerServerPSU
C_804,성숙공정 파운드리 2위,MatureFoundry
C_805,통신·네트워크 팹리스,ConnectivityFabless
C_806,디스플레이 드라이버 1티어,DisplayDriverIC
C_807,글로벌 실리콘 웨이퍼 3위,SiliconWafer
C_808,AI ASIC 디자인하우스,AIASICDesignHouse
C_809,AI 게이미피케이션 언어학습 1위,GamifiedLangNo1
C_810,대학·기업 MOOC 플랫폼,UniversityMOOC
C_811,기업 LMS(학습관리) 1티어,EnterpriseLMS
C_812,글로벌 스킬 마켓플레이스,SkillsMarketplace
C_813,중국 교육·유학·문화관광,ChinaEduTravel
C_814,중국 방과후·학습기기,ChinaAfterSchool
C_815,미국 온라인 K12·커리어,OnlineK12Career
C_816,대학 교육·온라인 파트너,UniversityPartner
C_817,대드론 순수 플레이(탐지·재밍),CounterUASPurePlay
C_818,미사일·방공·요격 프라임,MissileAirDefense
C_819,유럽 방산·레이더·전자전,EUDefenseRadarEW
C_820,전술 무인기·대드론,TacticalUAS
C_821,무인·표적드론·전자전,UnmannedTargetEW
C_822,국방 IT·C5ISR·대드론 통합,DefenseITCounterUAS
C_823,센서·이미징·무인 시스템,SensorImagingUnmanned
C_824,이스라엘 방산·대드론·전자전,IsraelDefenseEW
C_825,국내 1위 금융지주,TopFinancialGroup
C_826,균형 포트 금융지주,BalancedFinancial
C_827,외환·기업 강점 금융지주,FXCorporateBank
C_828,은행 중심·증권 재진출,BankCentricGroup
C_829,국책 중소기업 은행,SMEPolicyBank
C_830,부울경 지방 금융지주,RegionalBankBusan
C_831,고ROE 지방 금융지주,HighROERegional
C_832,대구경북 지방 금융지주,RegionalBankDaegu
C_833,글로벌 CRO·헬스 데이터 1위,CROHealthDataNo1
C_834,글로벌 CRO 2위,CRONo2
C_835,생명과학 툴·CDMO 1위,LifeSciToolsCDMO
C_836,전임상 CRO 1위,PreclinicalCRO
C_837,글로벌 바이오 CDMO 1위,BioCDMONo1
C_838,중국 CRDMO 통합,ChinaCRDMO
C_839,글로벌 항체 CDMO,BiologicsCDMO
C_840,글로벌 바이오 CDMO 1티어,KoreaBioCDMO
C_841,중소형 임상 CRO,MidCapCRO
C_842,글로벌 화장품 1위,GlobalBeautyNo1
C_843,럭셔리 화장품·향수,LuxuryPrestige
C_844,일본 럭셔리 화장품,JapanLuxuryBeauty
C_845,매스·향수 글로벌,MassFragrance
C_846,스킨케어(Nivea·Eucerin),SkincareNivea
C_847,인디 가성비 뷰티 고성장,IndieValueBeauty
C_848,미국 뷰티 전문 소매 1위,BeautyRetailNo1
C_849,향수 라이선스 전문,FragranceLicense
C_850,코로나·RSV·항암 빅파마,CovidRSVPharma
C_851,HPV(가다실)·폐렴구균 1위,HPVPneumococcal
C_852,대상포진(싱그릭스)·RSV 1위,ShinglesRSV
C_853,독감·소아 백신·면역,FluPediatric
C_854,mRNA 백신 플랫폼,mRNAPlatform
C_855,mRNA·항암 백신,mRNAOncology
C_856,단백질 기반 백신,ProteinSubunit
C_857,K-백신 CMO·자체백신,KoreaVaccineCMO
C_858,EDA 1위·IP,EDANo1IP
C_859,EDA 2위·시스템 설계,EDASystemDesign
C_860,공학 시뮬레이션 1위,EngineeringSim
C_861,전자 계측·검증 1위,TestMeasurement
C_862,산업SW·Siemens EDA,IndustrialEDA
C_863,반도체 IP·아키텍처,SemiconductorIP
C_864,종합 미드스트림·NGL,DiversifiedMidstream
C_865,우량 미드스트림·NGL,QualityMidstreamNGL
C_866,천연가스 파이프라인 1위,GasPipelineNo1
C_867,북미 가스 파이프라인 대형,LargeGasPipeline
C_868,NGL·가스 통합 미드스트림,NGLGasIntegrated
C_869,미국 LNG 수출 1위,LNGExportNo1
C_870,퍼미안 NGL 미드스트림,PermianNGL
C_871,북미 가스 파이프라인(캐나다),CanadaGasPipeline
C_872,글로벌 전력반도체 1위,PowerSemiNo1
C_873,SiC·차량 전력반도체,SiCAutomotive
C_874,유럽 IDM·SiC,EuropeIDMSiC
C_875,SiC 웨이퍼·소자 순수,SiCPurePlay
C_876,GaN 전력 순수,GaNPurePlay
C_877,고전압 전력 IC,HVPowerIC
C_878,일본 SiC·전력반도체,JapanSiCPower
C_879,전력관리 IC 고성장,PowerMgmtIC
C_880,글로벌 파생상품 거래소 1위,DerivativesNo1
C_881,거래소·데이터·모기지,ExchangeDataMortgage
C_882,거래소·시장기술·데이터,ExchangeTechData
C_883,옵션·변동성(VIX) 거래소,OptionsVIX
C_884,유럽 거래소·데이터,EUExchangeData
C_885,거래소·금융데이터(Refinitiv),ExchangeFinData
C_886,홍콩 거래소·중국 게이트웨이,HKChinaGateway
C_887,전자 채권거래 플랫폼,EBondTrading
C_888,서방 우라늄 채굴 1위,WesternUraniumNo1
C_889,세계 우라늄 채굴 1위,GlobalUraniumNo1
C_890,캐나다 고품위 개발,HighGradeDev
C_891,ISR 우라늄 개발,ISRDevelopment
C_892,미국 ISR 우라늄,USUraniumISR
C_893,미국 우라늄·희토류,USUraniumREE
C_894,미국 농축(HALEU) 1위,USEnrichmentHALEU
C_895,글로벌 우라늄 ETF,UraniumETF
C_896,글로벌 의료기기 1위,MedDeviceNo1
C_897,정형·수술로봇 1티어,OrthoSurgRobot
C_898,심혈관·전기생리 고성장,CardiovascularEP
C_899,진단·의료기기·당뇨,DiagnosticsDiabetes
C_900,의료소모품·진단 1위,MedSuppliesDx
C_901,수술로봇 글로벌 1위,SurgicalRobotNo1
C_902,구조심장(심장판막) 1위,StructuralHeart
C_903,의료영상(이미징) 1티어,MedicalImaging
C_904,인도 최대 대기업(에너지·리테일·통신),IndiaConglomerate
C_905,인도 민간은행 1위,PrivateBankNo1
C_906,인도 민간은행 2위,PrivateBank2
C_907,인도 IT서비스 2위,ITServices2
C_908,인도 IT서비스,ITServices
C_909,인도 인프라·EPC 1위,InfraEPCNo1
C_910,인도 통신 1티어,TelecomLeader
C_911,인도 최대 국영은행,LargestPublicBank
C_912,동남아 e커머스·게임·핀테크,SEAEcomGameFintech
C_913,인니 슈퍼앱(Gojek·Tokopedia),IndonesiaSuperApp
C_914,동남아 슈퍼앱 1위,SEASuperAppNo1
C_915,인니 민간은행 1위,IndoBankNo1
C_916,인니 마이크로파이낸스 1위,MicrofinanceNo1
C_917,싱가포르 은행 1위,SingaporeBankNo1
C_918,싱가포르 통신·지역 투자,SGTelecomRegional
C_919,인니 국영은행 대형,IndoStateBank
C_920,비트코인선물ETF,BitcoinFuturesETF
C_921,비트코인2배레버리지ETF,Bitcoin2xLeverageETF
C_922,도지코인밈ETF,DogecoinMemeETF
C_923,이더리움현물ETF,EthereumSpotETF
C_924,XRP현물ETF,XRPSpotETF
C_925,솔라나현물스테이킹ETF,SolanaSpotStakingETF
C_926,커뮤니티 데이터 라이선스,CommunityDataLicense
C_927,상업용 이미지 라이선스,LicensedImagery
C_928,이미지·데이터셋 라이선스,StockDataset
C_929,저널리즘 콘텐츠·저작권,JournalismIP
C_930,교육 콘텐츠·평가 데이터,EduContentData
C_931,학술 출판·연구 데이터,AcademicPublishing
C_932,음원 저작권·라이선스,MusicRightsLicense
C_933,전문·과학 데이터 1위,ProScientificData
C_934,심해 드릴십 1위,DeepwaterDrillerNo1
C_935,드릴십·잭업 대형,DrillshipJackup
C_936,드릴십 통합(Diamond 합병),DrillshipConsolidator
C_937,글로벌 유전서비스 1위,OFSNo1
C_938,OFS·LNG 장비,OFSLNGEquip
C_939,해저 생산설비(SURF),SubseaSystems
C_940,해양 지원선(OSV) 1위,OSVLeader
C_941,드릴십 시추선사,DrillshipOperator
C_942,글로벌 담배·무연(Zyn),TobaccoSmokeFree
C_943,글로벌 담배 2위·고배당,TobaccoHighYield
C_944,미 담배·니코틴 파우치,USTobaccoNicotine
C_945,글로벌 주류 1위,SpiritsNo1
C_946,맥주·주류(코로나 맥주),BeerSpirits
C_947,글로벌 온라인 베팅 1위,OnlineBettingNo1
C_948,미국 스포츠베팅·DFS,USSportsBetting
C_949,글로벌 대마·음료,CannabisBeverage
C_950,맥쿼리 인프라 펀드 1위,InfraFundNo1
C_951,SK그룹 우량 임차 리츠,SKAnchorTenant
C_952,물류센터 리츠 1위,LogisticsREIT
C_953,해외 오피스 리츠,OverseasOffice
C_954,오피스·복합 리츠,OfficeCoreREIT
C_955,삼성 계열 오피스 리츠,SamsungOfficeREIT
C_956,오피스·복합 리츠,KBOfficeREIT
C_957,리테일·물류 리츠,RetailLogisticsREIT
C_958,백업 발전·정전 대응 1위,BackupPowerNo1
C_959,우수·배수 관리 1위,StormwaterDrainage
C_960,수자원 관리·안전 밸브,WaterSafetyValve
C_961,수자원·환경 엔지니어링,WaterEnvEngineering
C_962,인프라·재해 복원 엔지니어링,InfraResilienceEng
C_963,물 기술·수처리 1위,WaterTechNo1
C_964,수자원·위생 안전,WaterHygiene
C_965,내후성 인프라·관개,InfraIrrigation
C_966,금 로열티·스트리밍 1위,GoldRoyaltyNo1
C_967,귀금속 스트리밍 1티어,PreciousStreaming
C_968,금 로열티 3대장,GoldRoyaltyTop3
C_969,제약 로열티 1위,PharmaRoyaltyNo1
C_970,신흥 귀금속 스트리밍,EmergingStreaming
C_971,금 스트리밍 중소형,MidCapStreaming
C_972,텍사스 토지·원유 로열티,LandOilRoyalty
C_973,원유 광권 로열티,OilMineralRoyalty
C_974,글로벌 보험 브로커 1위,BrokerNo1
C_975,글로벌 보험 브로커 2위,BrokerNo2
C_976,M&A 주도 보험 브로커,RollupBroker
C_977,고성장 보험 브로커,HighGrowthBroker
C_978,보험·연금 컨설팅 브로커,BrokerConsulting
C_979,특수보험(E&S) 도매 브로커,SpecialtyWholesale
C_980,개인보험 디지털 브로커,PersonalDigitalBroker
C_981,보험·중개 복합,InsuranceBrokerHybrid
C_982,J&J 컨슈머헬스 분사,JNJConsumerSpin
C_983,GSK 컨슈머헬스 분사,GSKConsumerSpin
C_984,3M 헬스케어 분사,3MHealthSpin
C_985,Novartis 제네릭/시밀러 분사,GenericBiosimilarSpin
C_986,Danaher 수처리/품질 분사,DanaherSpin
C_987,GE 항공엔진 분사,AeroEngineSpin
C_988,BorgWarner 연료/애프터마켓 분사,FuelAftermarketSpin
